names,predictions,confidences
landis martin,Hispanic,55.861
ronald baukol,European,76.062
janice stoney,Celtic,90.875
daniel frierson,Celtic,33.593
earnest deavenport,Celtic,83.148
donald marron,Celtic,73.64
frank doyle,Celtic,83.428
robert pokelwaldt,Celtic,45.338
dennis chookaszian,European,38.502
landon rowland,African,49.01
william lacy,Celtic,58.522
james ericson,Celtic,77.928
edward zore,African,41.307
jean gaulin,Hispanic,42.647
arthur goldstein,European,70.6
william katz,African,76.118
henry silverman,Celtic,48.655
james buckman,Celtic,86.317
stephen holmes,Celtic,91.311
martin edelman,Nordic,58.627
leslie baker,Celtic,89.858
hatim tyabji,Muslim,50.166
daniel miglio,European,94.842
martin carver,Celtic,81.505
roy carver,Celtic,86.813
edgar jannotta,European,81.536
john malone,Celtic,85.691
william rue,EastAsian,26.436
robert rossiter,Celtic,85.402
kenneth way,Celtic,70.149
walden rhines,European,72.861
jon shirley,Celtic,88.326
larry mccurdy,Celtic,94.239
michael critelli,European,63.981
robert gallagher,Celtic,93.934
lee kling,Celtic,68.138
patrick gallagher,Celtic,85.262
james wimmer,Celtic,77.608
andrew tisch,African,36.467
james tisch,Celtic,34.526
jonathan tisch,European,65.106
robert patricelli,European,92.041
roland boreham,European,52.154
r qualls,Nordic,46.131
jack eugster,Celtic,76.99
michael spence,Celtic,85.725
luke corbett,Celtic,81.281
sidney port,Celtic,52.544
jerome schaffer,European,79.636
james farrell,Celtic,90.75
owsley brown,Celtic,55.91
peter magowan,African,89.983
george roberts,Celtic,44.841
michael tokarz,European,83.059
stephen kaufman,Celtic,57.179
robert klatell,European,83.892
gideon argov,European,86.776
william gray,Celtic,59.133
john brademas,Hispanic,82.421
john waddell,Celtic,75.376
robert throop,European,52.945
jack thompson,Celtic,83.563
joseph lemieux,European,81.843
edward gilhuly,African,87.971
john mcmackin,Celtic,92.499
michael michelson,Celtic,71.645
george stephan,SouthAsian,51.157
richard teerlink,African,31.558
donald james,Celtic,70.737
peter pope,Celtic,65.135
michael fitt,Celtic,81.411
jack michaels,Celtic,69.8
david pottruck,Celtic,73.833
harry cornell,Celtic,87.187
felix wright,African,49.496
james mann,Celtic,80.612
alberto sangiovannivincentelli,European,67.381
gregory bentley,African,53.376
bernard goldstein,European,86.197
warren musser,African,95.309
arnold levine,European,68.956
claiborne deming,European,88.594
michael maffie,African,57.567
william nolan,Celtic,83.153
caroline theus,European,40.147
madison murphy,Celtic,79.327
carl lindner,Nordic,93.196
david jones,Celtic,77.849
james glasser,Celtic,61.447
arthur martinez,Hispanic,87.017
david jones,Celtic,77.849
william powell,Celtic,91.947
michael bracy,African,52.56
william aldinger,Celtic,77.75
fred bauer,European,67.307
john mulder,Celtic,55.335
kenneth la,EastAsian,53.485
arlyn lanting,Hispanic,96.896
william mcguire,Celtic,92.77
richard burke,Celtic,85.849
paul charron,Celtic,87.512
donald graham,Celtic,80.769
richard simmons,Celtic,74.821
harold messmer,Celtic,47.63
frederick richman,Celtic,63.29
thomas ryan,Celtic,61.724
anthony deering,Celtic,85.802
george gillespie,Celtic,46.917
peter solomon,African,44.706
bruce willison,Celtic,52.295
frank grzelecki,European,93.353
robert haddock,Celtic,82.506
paul rubeli,Celtic,32.665
glenn simmons,Celtic,73.47
harold simmons,Celtic,73.22
charles clough,Celtic,85.266
lee foster,Celtic,89.582
thomas dignan,European,62.954
earl swift,Celtic,86.609
virgil swift,European,85.865
ronald gross,Celtic,63.828
ernest mario,Hispanic,63.073
tully friedman,European,76.354
michael ruettgers,Celtic,49.478
michael cronin,Celtic,66.735
paul fitzgerald,Celtic,87.124
robert allbritton,Celtic,89.317
lawrence hebert,African,77.455
steven pfeiffer,Celtic,51.536
jack valenti,European,73.126
william ford,Celtic,75.729
jimmy dew,Celtic,63.233
william simpson,Celtic,72.077
peter lardner,Celtic,56.967
anthony colao,Hispanic,94.882
aldo zucaro,European,82.922
john kelly,Celtic,89.837
bruce kennedy,Celtic,44.838
paul montrone,European,34.035
herbert kelleher,European,87.038
webb crockett,Celtic,72.306
travis johnson,African,83.447
kenneth orce,Celtic,74.17
melvin cohen,African,44.959
maryjo cohen,Hispanic,86.088
richard evans,Celtic,89.764
isaac arnold,African,89.187
tom frost,Nordic,76.613
james hayne,Celtic,90.707
robert mcclane,Celtic,92.433
smith lanier,SouthAsian,69.735
carl gable,Celtic,43.839
ray anderson,Celtic,59.96
charles eitel,European,39.085
robert recchia,European,80.958
john turner,Celtic,86.224
john keeler,Celtic,63.788
dieter huckestein,European,91.513
barry galt,Celtic,79.43
j hunt,Celtic,80.065
johnelle hunt,Celtic,77.361
kirk thompson,Celtic,81.48
wilfred corrigan,Celtic,81.644
jonathan kagan,Celtic,82.622
william bindley,Celtic,89.932
andrew galef,Celtic,75.753
paul evanson,Celtic,88.92
richard reynolds,Celtic,70.921
john meier,Nordic,49.316
michael mccormick,Celtic,73.781
thomas salentine,European,81.741
clifford illig,Celtic,43.47
neal patterson,Celtic,86.634
frank borelli,European,93.054
jc smith,European,27.916
peter coster,Celtic,71.937
thomas duff,European,48.134
erroll davis,Celtic,59.632
judith pyle,Celtic,86.057
john croweak,Celtic,89.961
edward hutton,Celtic,74.293
joel gemunder,European,44.263
david lewis,Celtic,88.253
thomas hutton,Celtic,73.533
sandra laney,Celtic,76.927
kevin mcnamara,Celtic,83.896
richard parsons,Celtic,82.694
david friedson,Celtic,68.673
lai kin,EastAsian,98.365
bernard schwartz,European,90.027
charles davis,Celtic,76.238
joseph melone,European,32.83
jerry satrum,Nordic,56.325
james seward,Celtic,91.632
john edwardson,Celtic,80.415
earl graves,Celtic,70.752
william chaney,Celtic,78.806
michael kowalski,European,86.644
james quinn,Celtic,91.993
charles marquis,Hispanic,46.789
samuel ginn,African,31.495
herbert champlin,Celtic,85.999
james gibbs,Celtic,94.863
timothy otoole,African,94.76
walter krebs,European,86.593
bruce hanks,Celtic,57.549
glen post,Celtic,71.494
harvey perry,Celtic,69.534
william boles,Celtic,81.291
r hargrove,Celtic,35.258
john obrien,Celtic,53.977
henri termeer,African,73.117
henry blair,African,55.13
charles cooney,Celtic,89.985
robert carpenter,Celtic,84.438
douglas berthiaume,African,96.472
joseph williams,Celtic,47.785
richard grigg,Celtic,46.064
richard abdoo,African,90.636
henry duques,Hispanic,95.297
james oesterreicher,Celtic,65.481
kent kresa,Nordic,99.123
anthony marlon,Celtic,58.395
erin macdonald,Celtic,66.582
william raggio,European,37.777
francis mckone,Celtic,89.353
kenneth looloian,Celtic,38.786
charles farrell,Celtic,83.001
louis borick,African,74.972
raymond brown,Celtic,67.835
jeffrey ornstein,Celtic,33.748
steven borick,Celtic,46.926
bruce crawford,Celtic,56.012
john wren,Celtic,74.26
larry kirk,Celtic,88.911
john spiegel,Celtic,36.867
david simon,Celtic,33.734
james smith,Celtic,63.164
daniel brunner,Celtic,36.413
charles bayless,Celtic,82.268
thomas pritzker,European,76.014
john welsh,Celtic,77.968
robert tillman,Celtic,71.212
robert strickland,Celtic,82.562
herbert baum,European,73.403
lawrence sills,Celtic,66.518
arthur davis,Celtic,60.028
paul raether,European,56.592
richard lesser,African,51.068
howard smith,Celtic,77.879
charles scharlau,European,66.092
stuart moldaw,Celtic,88.322
howard cosgrove,Celtic,88.042
richard hill,Celtic,80.72
john mack,Celtic,70.059
leonard lodish,Celtic,55.747
scott sheffield,Celtic,91.196
ngaire cuneo,Celtic,44.021
kenneth mourton,Celtic,82.513
victor lund,Nordic,99.638
henry bryant,Celtic,72.674
arthur aronson,Celtic,47.621
robert bozzone,European,91.57
parker petit,Muslim,43.43
daniel landguth,European,86.829
edward penhoet,European,39.738
pierre douaze,Muslim,38.539
eugene miller,African,63.715
hutham olayan,African,93.773
herbert kurz,European,94.283
leonard tow,Celtic,70.826
aaron fleischman,African,38.54
alex dillard,Celtic,72.33
james zimmerman,Celtic,77.453
ronald tysoe,African,49.958
joseph neubauer,European,82.468
etienne davignon,European,55.162
richard snyder,Celtic,56.974
theodore waitt,Celtic,35.035
claude kronk,European,83.279
william matthews,Celtic,88.931
jerry choate,Celtic,70.194
steven rales,Celtic,68.569
mitchell rales,Hispanic,97.642
mortimer caplin,Hispanic,75.158
arnold nemirow,African,50.758
david hughes,Celtic,92.247
vincent hughes,Celtic,79.276
robert blackford,Celtic,90.057
dan smith,European,35.053
nordahl brue,Nordic,86.809
james barnes,Celtic,89.835
robert jepson,Celtic,80.446
stuart rose,Celtic,72.509
lawrence tomchin,Hispanic,52.194
david watts,Celtic,72.982
edward kress,Celtic,65.071
stewart bryan,Celtic,87.838
stanley zax,African,76.931
david fuente,Hispanic,53.981
david duffield,Celtic,92.61
john swope,Celtic,94.015
james barr,Celtic,86.629
leroy carlson,Celtic,78.138
michael goldstein,European,48.316
robert nakasone,African,56.753
leroy carlson,Celtic,78.138
donald nebergall,Celtic,80.163
walter carlson,Celtic,52.573
herbert wander,European,42.371
john gottwald,Celtic,57.474
norman scher,Nordic,32.297
floyd gottwald,African,81.379
austin brockenbrough,Celtic,66.939
marshall schwarz,European,71.058
felix zandman,African,33.504
gerald paul,Celtic,36.562
philip burguieres,Hispanic,64.756
william berkley,Celtic,67.041
robert hodes,Celtic,81.871
jack nusbaum,European,45.727
robert turner,Celtic,86.001
frank perna,European,68.643
michael hagan,Celtic,67.969
herbert zarkin,Celtic,26.713
richard frank,Celtic,48.467
michael magusiak,African,39.758
bruce klatsky,African,78.87
edward cohen,European,30.472
dale kramer,African,32.225
william kearns,Celtic,82.535
michael glazer,African,85.217
john prann,Celtic,50.968
robert cowen,Celtic,93.996
stanley komaroff,European,30.296
james evans,Celtic,92.659
carl lindner,Nordic,93.196
craig lindner,Celtic,52.774
bob oneal,European,35.43
rodger dowdell,Celtic,86.63
neil rasmussen,Nordic,93.677
emanuel landsman,European,76.352
ervin lyon,Muslim,57.553
james tobin,Celtic,77.981
dale hilpert,Celtic,73.961
roger farah,Celtic,47.013
christopher sinclair,Celtic,75.842
leo liebowitz,African,84.918
milton cooper,African,63.562
marla schaefer,European,88.122
robert bagby,Celtic,80.926
mel karmazin,Muslim,63.361
farid suleman,Muslim,59.755
norman matthews,Celtic,83.705
gerald bisbee,Celtic,76.327
laurence korn,African,74.941
jon saxe,Nordic,98.767
cary queen,EastAsian,59.194
george gould,Celtic,73.064
robert horton,Celtic,87.997
jd scott,Celtic,74.963
richard farmer,Celtic,81.789
richard schulze,European,86.173
bradbury anderson,African,50.744
elliot kaplan,Celtic,89.639
paul choquette,European,46.051
robert goergen,European,91.482
hugh maclellan,Celtic,87.441
frederick frank,Nordic,32.183
charles dolan,Celtic,86.009
william bell,Celtic,80.368
patrick dolan,Celtic,67.381
james martineau,Celtic,71.264
marvin girouard,Hispanic,32.631
james hoak,Celtic,86.312
james dolan,Celtic,87.443
robert miller,Celtic,75.567
milan puskar,SouthAsian,71.571
c todd,Celtic,75.471
david chamberlain,Celtic,75.13
warren eisenberg,African,90.855
leonard feinstein,African,51.329
klaus eppler,European,95.238
gerald lippes,Hispanic,85.601
angelo mozilo,European,49.409
edwin heller,European,51.151
william omalley,Celtic,60.618
robert boh,Celtic,24.129
john laborde,Hispanic,88.775
michael dell,Celtic,61.564
thomas luce,Celtic,81.074
steve sanghi,Celtic,41.091
james ukrop,African,60.338
raymond mason,Celtic,62.506
james brinkley,Celtic,82.442
richard himelfarb,Celtic,69.708
harry ford,Celtic,71.285
timothy wallace,Celtic,85.539
michael hackworth,Celtic,76.496
henry lentz,Nordic,88.52
john reno,Hispanic,81.091
wilford godbold,Celtic,52.192
john woodhull,Celtic,80.058
phillip frost,Celtic,91.499
jane hsiao,EastAsian,68.312
mark andrews,Celtic,59.553
jack fishman,Celtic,71.168
patrick norton,Celtic,73.181
rocque lipford,Celtic,67.987
peter mccausland,Celtic,77.892
lawrence probst,African,54.864
timothy mott,Celtic,69.508
howard solomon,Celtic,52.559
daniel evans,Celtic,85.815
larry corbin,Celtic,85.034
stewart owens,Celtic,86.031
daniel fronk,European,70.803
robert lucas,Hispanic,39.353
jonathan guss,Celtic,73.768
william hoover,Celtic,81.849
melvyn estrin,Hispanic,95.509
hal upbin,Muslim,52.816
jerry hunter,Celtic,89.366
robert kunisch,European,88.591
grant saviers,African,88.366
timothy smucker,Celtic,71.931
carl thorne,Celtic,87.247
john huff,Celtic,83.144
michael hughes,Celtic,86.984
thomas golisano,European,80.056
arthur collins,Celtic,69.971
glen nelson,Celtic,73.955
william george,African,33.031
joseph luter,African,51.909
wendell murphy,Celtic,82.223
david brown,Celtic,73.565
john fluke,African,89.064
william johnson,African,53.412
arthur decio,Hispanic,89.098
ronald kloska,European,82.768
robert tinstman,European,34.77
stephen strome,Celtic,60.721
john fort,Celtic,69.744
ralph denunzio,European,94.246
douglas houser,Celtic,48.893
john thompson,Celtic,74.015
philip knight,Celtic,88.438
thomas clarke,Celtic,89.048
delbert hayes,European,27.273
dane miller,Celtic,87.779
charles gaillard,Celtic,65.876
stephen sanger,Celtic,85.628
frederick smith,African,72.92
peter willmott,Celtic,84.912
charles manatt,Celtic,46.843
george mitchell,Celtic,80.631
ronald lamb,Celtic,68.122
john harmon,Celtic,79.091
donald lamberti,Celtic,51.737
kenneth haynie,Celtic,69.938
jerome meyer,African,80.883
wayland hicks,African,54.955
bradford wiley,Celtic,65.585
gary fernandes,Hispanic,56.976
peter wiley,Celtic,89.341
jeanluc belingard,European,94.992
william walker,Celtic,83.19
john mcconnell,Celtic,91.179
michael volkema,African,53.924
gary arnold,Celtic,65.7
samuel beall,Celtic,82.179
eric benhamou,European,78.345
richard robinson,Celtic,69.71
richard spaulding,Celtic,86.929
andrew hedden,Celtic,89.298
thomas sullivan,Celtic,81.265
frank sullivan,Celtic,67.866
james karman,Celtic,54.684
william papenbrock,Celtic,78.961
robert rogers,Celtic,62.528
gordon forward,Celtic,79.182
robert alpert,Celtic,73.287
robert sebo,African,40.829
john pepper,Celtic,53.964
durk jager,European,36.169
wayne davis,Celtic,66.789
howard dean,Celtic,84.522
ira eichner,European,51.052
david storch,Celtic,80.929
ben blount,European,53.773
knowlton oreilly,Celtic,83.25
reese lanier,European,55.854
jenner wood,Celtic,38.669
cecil conlee,Celtic,55.975
david gruber,African,57.206
george gentile,European,54.31
samuel rubinovitz,Nordic,57.364
neil williams,Celtic,62.215
frederick stratton,Celtic,74.483
john shiely,Celtic,56.774
david bloss,Celtic,58.405
kenneth mcavoy,Celtic,80.403
gordon moran,Celtic,82.28
robert kohlhepp,European,97.086
scott farmer,Celtic,83.72
raymond bentele,African,37.059
raymond lane,Celtic,83.62
jeffrey henley,Celtic,91.57
brian mulroney,Celtic,84.152
tony white,Celtic,78.308
jay stewart,Celtic,81.35
martin wood,Celtic,48.15
amos mcmullian,Celtic,66.496
robert crozer,Celtic,43.929
blaine bowman,Celtic,86.219
edward trainor,Celtic,63.113
thomas king,Celtic,59.753
frederick krehbiel,African,86.88
john krehbiel,African,35.568
fred krehbiel,African,58.176
michael birck,Celtic,43.905
john bryan,Celtic,75.469
steven mcmillan,Celtic,84.351
allen king,Celtic,52.343
charles foster,Celtic,81.424
gerald grinstein,African,50.635
charles perrin,Celtic,76.175
robert kidder,European,72.363
richard kashnow,African,43.911
phillip farmer,Celtic,91.623
william newlin,Celtic,82.855
scott mcnealy,Celtic,88.546
dennis sullivan,Celtic,76.225
duane collins,African,69.75
bernard girod,European,75.505
sidney harman,Celtic,63.786
james halpin,Celtic,78.395
eugene sapp,African,52.297
william gates,Celtic,76.449
roger emerick,Celtic,64.988
charles haggerty,Celtic,91.249
james cayne,Celtic,93.058
alan greenberg,Celtic,59.267
edward mccracken,Celtic,91.1
michael jandernoa,Hispanic,92.55
charles cotros,Celtic,64.446
jonathan golden,Celtic,74.918
klaus morwind,Nordic,95.25
alexander lidow,Nordic,69.472
scott schneider,European,47.392
claire tow,Celtic,90.313
robert palmer,Celtic,89.081
adam lindemann,European,43.417
frank denius,European,69.495
george lindemann,European,71.17
james mcdonald,Celtic,93.663
james napier,Celtic,78.208
harvey blau,European,37.564
james clayton,Celtic,85.605
monroe milstein,African,74.804
andrew milstein,African,78.156
stephen milstein,African,56.059
mark nesci,European,74.146
eric lidow,Nordic,62.42
william smithburg,European,58.322
robert swanson,Celtic,51.014
george conrades,Hispanic,66.242
john chambers,Celtic,71.36
william kerr,Celtic,78.654
erwin maddrey,Hispanic,41.66
arthur weinbach,European,62.095
harvey krueger,European,44.761
john gerlach,Celtic,40.601
roy vallee,Celtic,62.48
charles boesenberg,European,48.354
john kane,African,49.126
jeremy haywardsurry,Celtic,88.156
eric krasnoff,Nordic,69.61
heywood shelley,Celtic,63.881
ulric haynes,Celtic,71.102
kenneth levy,Nordic,45.723
kenneth schroeder,Nordic,59.16
birch bayh,Nordic,77.066
william van,EastAsian,36.952
william fitzgerald,Celtic,66.891
charles jones,Celtic,79.0
jack lowery,Celtic,93.762
matthew clifton,Celtic,87.356
robert cronin,Celtic,75.8
raymond riddle,Celtic,86.731
felker ward,African,43.981
james castle,Celtic,93.793
john wunsch,Nordic,63.488
alan ross,Celtic,87.845
kristine johnson,Nordic,48.616
jeanpierre rosso,European,87.922
thomas mcburney,Celtic,94.618
susan boren,Nordic,37.803
gregory palen,African,38.273
fred dibona,African,76.172
edwin banks,Celtic,67.506
andre dimitriadis,European,88.95
a frazier,European,41.243
james stratton,Celtic,89.339
richard gozon,Hispanic,86.166
