dirid,first,last,fullname,female,ethnicity,ethnicity_recode,names,predictions,confidences,predictions_recode,predictions_recode_strict
299.0,preston,tisch,PRESTON R TISCH,0.0,C,White,PRESTON R TISCH,African,25.684,Black,Unknown
300.0,carl,spielvogel,CARL SPIELVOGEL,,CAUCASIAN,White,CARL SPIELVOGEL,Nordic,43.05,White,Unknown
301.0,henry,taub,HENRY TAUB,,U,Unknown,HENRY TAUB,Celtic,29.615,White,Unknown
302.0,hans,helmerich,HANS HELMERICH,0.0,C,White,HANS HELMERICH,Nordic,56.045,White,Unknown
303.0,george,dotson,GEORGE S DOTSON,0.0,C,White,GEORGE S DOTSON,African,51.769,Black,Unknown
304.0,walter,helmerich,WALTER H HELMERICH III,0.0,C,White,WALTER H HELMERICH III,European,96.662,White,White
305.0,keith,elliott,R KEITH ELLIOTT,0.0,C,White,R KEITH ELLIOTT,Celtic,87.223,White,White
306.0,joseph,viviano,JOSEPH P VIVIANO,0.0,C,White,JOSEPH P VIVIANO,Hispanic,86.059,Hispanic,Hispanic
307.0,kenneth,wolfe,KENNETH L WOLFE,0.0,U,Unknown,KENNETH L WOLFE,Celtic,81.172,White,White
308.0,lewis,platt,LEWIS E PLATT,0.0,C,White,LEWIS E PLATT,Celtic,82.387,White,White
309.0,robert,wayman,ROBERT P WAYMAN,,UNKNOWN,Unknown,ROBERT P WAYMAN,Celtic,82.825,White,White
310.0,richard,hackborn,RICHARD A HACKBORN,0.0,C,White,RICHARD A HACKBORN,Celtic,69.849,White,Unknown
311.0,william,hilton,WILLIAM BARRON HILTON,0.0,Unknown,Unknown,WILLIAM BARRON HILTON,Celtic,92.03,White,White
312.0,arthur,blank,ARTHUR M. BLANK,,CAUCASIAN,White,ARTHUR M. BLANK,Celtic,65.232,White,Unknown
314.0,kenneth,langone,KENNETH G LANGONE,0.0,C,White,KENNETH G LANGONE,Celtic,73.092,White,White
315.0,michael,bonsignore,MICHAEL R BONSIGNORE,0.0,Caucasian,White,MICHAEL R BONSIGNORE,Celtic,37.02,White,Unknown
317.0,don,jordan,DON D JORDAN,0.0,C,White,DON D JORDAN,Celtic,70.076,White,Unknown
318.0,harold,smith,HAROLD B SMITH,0.0,C,White,HAROLD B SMITH,Celtic,68.923,White,Unknown
319.0,jams,perrella,JAMS E PERRELLA,,U,Unknown,JAMS E PERRELLA,Hispanic,51.102,Hispanic,Unknown
320.0,craig,barrett,CRAIG R BARRETT,0.0,C,White,CRAIG R BARRETT,Celtic,66.067,White,Unknown
321.0,andrew,grove,ANDREW S GROVE,,U,Unknown,ANDREW S GROVE,Celtic,66.124,White,Unknown
324.0,eugene,beard,EUGENE P BEARD,0.0,U,Unknown,EUGENE P BEARD,Celtic,62.219,White,Unknown
325.0,philip,geier,PHILIP H GEIER JR,0.0,C,White,PHILIP H GEIER JR,Nordic,65.482,White,Unknown
329.0,john,dillon,JOHN T DILLON,0.0,U,Unknown,JOHN T DILLON,Celtic,85.408,White,White
330.0,rand,araskog,RAND V ARASKOG,0.0,C,White,RAND V ARASKOG,Muslim,91.092,MiddleEastern,MiddleEastern
331.0,sidney,taurel,SIDNEY TAUREL,0.0,C,White,SIDNEY TAUREL,Hispanic,35.141,Hispanic,Unknown
333.0,august,watanabe,AUGUST M WATANABE,0.0,B,Black,AUGUST M WATANABE,African,93.74,Black,Black
334.0,leslie,wexner,LESLIE H WEXNER,,UNKNOWN,Unknown,LESLIE H WEXNER,Celtic,74.097,White,White
335.0,martin,trust,MARTIN TRUST,,U,Unknown,MARTIN TRUST,Celtic,55.899,White,Unknown
336.0,ian,rolland,IAN M. ROLLAND,,CAUCASIAN,White,IAN M. ROLLAND,Celtic,90.613,White,White
338.0,robert,long,ROBERT M LONG,0.0,C,White,ROBERT M LONG,Celtic,65.624,White,Unknown
341.0,pierre,du,PIERRE S DU PONT IV,0.0,C,White,PIERRE S DU PONT IV,European,93.704,White,White
342.0,alfred,rankin,ALFRED M RANKIN JR,0.0,U,Unknown,ALFRED M RANKIN JR,Hispanic,94.863,Hispanic,Hispanic
345.0,edward,mooney,EDWARD J. MOONEY,,CAUCASIAN,White,EDWARD J. MOONEY,Celtic,90.585,White,White
346.0,charles,coker,CHARLES W COKER,0.0,C,White,CHARLES W COKER,African,55.636,Black,Unknown
350.0,william,sovey,WILLIAM P SOVEY,0.0,C,White,WILLIAM P SOVEY,Celtic,83.733,White,White
353.0,ronald,cambre,RONALD C CAMBRE,0.0,Caucasian,White,RONALD C CAMBRE,Hispanic,86.976,Hispanic,Hispanic
354.0,william,davis,WILLIAM E. DAVIS,,CAUCASIAN,White,WILLIAM E. DAVIS,Celtic,75.906,White,White
357.0,thomas,fisher,THOMAS L FISHER,0.0,C,White,THOMAS L FISHER,Celtic,88.835,White,White
358.0,john,birdsall,JOHN H. BIRDSALL III,,CAUCASIAN,White,JOHN H. BIRDSALL III,Celtic,52.352,White,Unknown
359.0,wayne,gittinger,D WAYNE GITTINGER,0.0,U,Unknown,D WAYNE GITTINGER,Celtic,61.881,White,Unknown
360.0,david,goode,DAVID R. GOODE,,CAUCASIAN,White,DAVID R. GOODE,Celtic,86.281,White,White
361.0,landon,hilliard,LANDON HILLIARD,0.0,C,White,LANDON HILLIARD,Celtic,53.081,White,Unknown
362.0,gerald,baliles,GERALD L BALILES,0.0,C,White,GERALD L BALILES,Hispanic,98.61,Hispanic,Hispanic
363.0,james,howard,JAMES J HOWARD,0.0,C,White,JAMES J HOWARD,Celtic,93.487,White,White
364.0,richard,kovacevich,RICHARD M KOVACEVICH,,U,Unknown,RICHARD M KOVACEVICH,European,58.892,White,Unknown
365.0,cynthia,milligan,CYNTHIA H MILLIGAN,1.0,Caucasian,White,CYNTHIA H MILLIGAN,Celtic,70.873,White,Unknown
366.0,larry,sonsini,LARRY W SONSINI,,U,Unknown,LARRY W SONSINI,African,74.211,Black,Black
367.0,john,correnti,JOHN D CORRENTI,0.0,U,Unknown,JOHN D CORRENTI,Celtic,80.36,White,White
370.0,frederic,salerno,FREDERIC V. SALERNO,,CAUCASIAN,White,FREDERIC V. SALERNO,European,96.915,White,White
371.0,ivan,seidenberg,IVAN G SEIDENBERG,0.0,U,Unknown,IVAN G SEIDENBERG,European,62.929,White,Unknown
372.0,stanley,goldstein,STANLEY P GOLDSTEIN,0.0,C,White,STANLEY P GOLDSTEIN,African,81.83,Black,Black
373.0,douglas,yearley,DOUGLAS C YEARLEY,0.0,Caucasian,White,DOUGLAS C YEARLEY,Celtic,78.131,White,White
374.0,william,steere,WILLIAM C STEERE JR.,,UNKNOWN,Unknown,WILLIAM C STEERE JR.,Celtic,43.019,White,Unknown
375.0,jeanpaul,valles,JEAN-PAUL VALLES,0.0,C,White,JEAN-PAUL VALLES,Hispanic,48.027,Hispanic,Unknown
376.0,roger,enrico,ROGER A ENRICO,0.0,C,White,ROGER A ENRICO,Hispanic,74.448,Hispanic,Hispanic
377.0,anthony,burns,M ANTHONY BURNS,0.0,C,White,M ANTHONY BURNS,Celtic,85.645,White,White
378.0,charles,way,CHARLES D WAY,0.0,C,White,CHARLES D WAY,Celtic,87.228,White,White
379.0,edwin,mccranie,G EDWIN MCCRANIE,0.0,C,White,G EDWIN MCCRANIE,Celtic,59.156,White,Unknown
380.0,james,shoemaker,JAMES M SHOEMAKER JR,0.0,C,White,JAMES M SHOEMAKER JR,Hispanic,90.105,Hispanic,Hispanic
383.0,benjamin,strauss,BENJAMIN STRAUSS,0.0,C,White,BENJAMIN STRAUSS,European,84.394,White,White
386.0,wolfgang,schmitt,WOLFGANG R SCHMITT,0.0,C,White,WOLFGANG R SCHMITT,European,97.531,White,White
389.0,c,palmer,C R PALMER,0.0,C,White,C R PALMER,Celtic,83.171,White,White
391.0,henry,tippie,HENRY B TIPPIE,0.0,C,White,HENRY B TIPPIE,Celtic,70.951,White,Unknown
392.0,joseph,paquette,JOSEPH F PAQUETTE JR,0.0,C,White,JOSEPH F PAQUETTE JR,Hispanic,97.626,Hispanic,Hispanic
393.0,corbin,mcneill,CORBIN A. MCNEILL JR.,,CAUCASIAN,White,CORBIN A. MCNEILL JR.,Hispanic,81.404,Hispanic,Hispanic
395.0,richard,glanton,RICHARD H GLANTON,0.0,B,Black,RICHARD H GLANTON,Celtic,78.702,White,White
396.0,john,mulroney,JOHN P MULRONEY,,U,Unknown,JOHN P MULRONEY,Celtic,91.785,White,White
397.0,donald,beall,DONALD R BEALL,,CAUCASIAN,White,DONALD R BEALL,Celtic,86.617,White,White
398.0,william,mccormick,WILLIAM T MCCORMICK JR,0.0,C,White,WILLIAM T MCCORMICK JR,Celtic,53.539,White,Unknown
399.0,joseph,toot,JOSEPH F TOOT JR,0.0,C,White,JOSEPH F TOOT JR,Hispanic,78.038,Hispanic,Hispanic
400.0,philip,quigley,PHILIP J QUIGLEY,,U,Unknown,PHILIP J QUIGLEY,Celtic,94.597,White,White
401.0,toni,rembe,TONI REMBE,1.0,C,White,TONI REMBE,African,67.087,Black,Unknown
402.0,willis,wood,WILLIS B WOOD JR,0.0,C,White,WILLIS B WOOD JR,SouthAsian,32.946,Indian,Unknown
405.0,jeremiah,sheehan,JEREMIAH J SHEEHAN,0.0,C,White,JEREMIAH J SHEEHAN,Muslim,69.61,MiddleEastern,Unknown
406.0,paul,duncan,PAUL R DUNCAN,0.0,C,White,PAUL R DUNCAN,Celtic,88.314,White,White
407.0,paul,fireman,PAUL B FIREMAN,0.0,U,Unknown,PAUL B FIREMAN,Celtic,82.14,White,White
409.0,james,pigott,JAMES C PIGOTT,0.0,U,Unknown,JAMES C PIGOTT,Celtic,84.922,White,White
411.0,ferdinand,colloredomansfeld,FERDINAND COLLOREDO-MANSFELD,0.0,U,Unknown,FERDINAND COLLOREDO-MANSFELD,Hispanic,90.263,Hispanic,Hispanic
412.0,rakesh,gangwal,RAKESH GANGWAL,,ASIAN,Asian,RAKESH GANGWAL,SouthAsian,97.387,Indian,Indian
413.0,stephen,wolf,STEPHEN M. WOLF,,CAUCASIAN,White,STEPHEN M. WOLF,Celtic,85.092,White,White
414.0,robert,buhrmaster,ROBERT C BUHRMASTER,0.0,C,White,ROBERT C BUHRMASTER,European,63.455,White,Unknown
415.0,william,pulte,WILLIAM J. PULTE,,CAUCASIAN,White,WILLIAM J. PULTE,Celtic,89.688,White,White
417.0,james,ferland,E. JAMES (JIM) FERLAND,,CAUCASIAN,White,E. JAMES (JIM) FERLAND,Celtic,88.913,White,White
418.0,lawrence,codey,LAWRENCE R. CODEY,,CAUCASIAN,White,LAWRENCE R. CODEY,Celtic,70.613,White,Unknown
419.0,t,dunphy,T J DUNPHY,0.0,U,Unknown,T J DUNPHY,EastAsian,42.585,Asian,Unknown
420.0,philip,satre,PHILIP G SATRE,0.0,Unknown,Unknown,PHILIP G SATRE,Nordic,81.643,White,White
421.0,jeffrey,brotman,JEFFREY H BROTMAN,,CAUCASIAN,White,JEFFREY H BROTMAN,Celtic,76.797,White,White
422.0,richard,dicerchio,RICHARD D DICERCHIO,0.0,U,Unknown,RICHARD D DICERCHIO,Celtic,36.948,White,Unknown
423.0,james,sinegal,JAMES D SINEGAL,0.0,C,White,JAMES D SINEGAL,Celtic,84.856,White,White
424.0,richard,libenson,RICHARD M. LIBENSON,,CAUCASIAN,White,RICHARD M. LIBENSON,Celtic,64.039,White,Unknown
425.0,john,meisenbach,JOHN W. MEISENBACH,,CAUCASIAN,White,JOHN W. MEISENBACH,European,46.252,White,Unknown
426.0,edgar,hotard,EDGAR G. HOTARD,,CAUCASIAN,White,EDGAR G. HOTARD,European,71.499,White,Unknown
427.0,william,lichtenberger,H WILLIAM LICHTENBERGER,0.0,U,Unknown,H WILLIAM LICHTENBERGER,Celtic,66.193,White,Unknown
428.0,richard,madden,RICHARD B MADDEN,,U,Unknown,RICHARD B MADDEN,Celtic,88.527,White,White
429.0,joseph,farrell,JOSEPH C FARRELL,0.0,U,Unknown,JOSEPH C FARRELL,Celtic,79.523,White,White
430.0,j,mulva,J J MULVA,0.0,C,White,J J MULVA,SouthAsian,83.352,Indian,Indian
432.0,thomas,obrien,THOMAS H O'BRIEN,0.0,C,White,THOMAS H O'BRIEN,Nordic,30.356,White,Unknown
433.0,james,rohr,JAMES E ROHR,0.0,Caucasian,White,JAMES E ROHR,Celtic,65.628,White,Unknown
434.0,robert,campbell,ROBERT H CAMPBELL,0.0,C,White,ROBERT H CAMPBELL,Celtic,84.778,White,White
435.0,myles,slosberg,MYLES J SLOSBERG,0.0,U,Unknown,MYLES J SLOSBERG,African,68.585,Black,Unknown
436.0,roger,stone,ROGER W. STONE,,CAUCASIAN,White,ROGER W. STONE,Celtic,93.921,White,White
437.0,douglas,leatherdale,DOUGLAS W LEATHERDALE,0.0,U,Unknown,DOUGLAS W LEATHERDALE,Celtic,88.394,White,White
438.0,ronald,matricaria,RONALD A MATRICARIA,0.0,C,White,RONALD A MATRICARIA,Hispanic,97.567,Hispanic,Hispanic
439.0,ronald,lemay,RONALD T LEMAY,0.0,C,White,RONALD T LEMAY,African,52.339,Black,Unknown
440.0,william,esrey,WILLIAM T ESREY,0.0,C,White,WILLIAM T ESREY,African,48.023,Black,Unknown
441.0,dubose,ausley,DUBOSE AUSLEY,0.0,Caucasian,White,DUBOSE AUSLEY,Muslim,50.841,MiddleEastern,Unknown
442.0,crandall,bowles,CRANDALL C. BOWLES,,CAUCASIAN,White,CRANDALL C. BOWLES,Celtic,82.23,White,White
444.0,aw,dahlberg,AW DAHLBERG,0.0,U,Unknown,AW DAHLBERG,Nordic,99.321,White,White
445.0,allen,franklin,H FRANKLIN,,CAUCASIAN,White,H FRANKLIN,Celtic,72.128,White,White
447.0,ronald,kuehn,RONALD L KUEHN JR,0.0,C,White,RONALD L KUEHN JR,Hispanic,57.218,Hispanic,Unknown
448.0,john,breen,JOHN G BREEN,0.0,C,White,JOHN G BREEN,Celtic,69.17,White,Unknown
449.0,thomas,commes,THOMAS A. COMMES,,UNKNOWN,Unknown,THOMAS A. COMMES,Celtic,70.15,White,Unknown
452.0,richard,kogan,RICHARD J KOGAN,0.0,C,White,RICHARD J KOGAN,Celtic,82.891,White,White
453.0,robert,krebs,ROBERT D KREBS,,U,Unknown,ROBERT D KREBS,Nordic,47.07,White,Unknown
455.0,james,payne,JAMES L PAYNE,0.0,C,White,JAMES L PAYNE,Celtic,92.894,White,White
456.0,marc,shapiro,MARC J SHAPIRO,0.0,C,White,MARC J SHAPIRO,African,59.996,Black,Unknown
457.0,warren,buffett,WARREN E. BUFFETT,,CAUCASIAN,White,WARREN E. BUFFETT,African,61.559,Black,Unknown
458.0,charles,munger,CHARLES T MUNGER,0.0,C,White,CHARLES T MUNGER,African,75.879,Black,Black
459.0,louis,simpson,LOUIS A SIMPSON,0.0,C,White,LOUIS A SIMPSON,Celtic,63.679,White,Unknown
461.0,boh,dickey,BOH A DICKEY,0.0,C,White,BOH A DICKEY,African,33.912,Black,Unknown
462.0,judith,runstad,JUDITH M RUNSTAD,1.0,U,Unknown,JUDITH M RUNSTAD,Nordic,99.424,White,White
463.0,john,bryson,JOHN E BRYSON,0.0,C,White,JOHN E BRYSON,Celtic,62.883,White,Unknown
464.0,bernard,cammarata,BERNARD CAMMARATA,0.0,C,White,BERNARD CAMMARATA,European,54.156,White,Unknown
465.0,william,timken,WILLIAM R TIMKEN JR,0.0,C,White,WILLIAM R TIMKEN JR,Hispanic,96.236,Hispanic,Hispanic
466.0,ward,timken,WARD J TIMKEN,0.0,Caucasian,White,WARD J TIMKEN,Celtic,49.193,White,Unknown
467.0,john,timken,JOHN M TIMKEN JR,0.0,C,White,JOHN M TIMKEN JR,Hispanic,98.448,Hispanic,Hispanic
469.0,kevin,dunnigan,T KEVIN DUNNIGAN,0.0,C,White,T KEVIN DUNNIGAN,Celtic,88.132,White,White
470.0,clyde,moore,CLYDE R. MOORE,,UNKNOWN,Unknown,CLYDE R. MOORE,African,70.787,Black,Unknown
471.0,lewis,campbell,LEWIS B CAMPBELL,0.0,Caucasian,White,LEWIS B CAMPBELL,Celtic,92.235,White,White
472.0,james,hardymon,JAMES F HARDYMON,,CAUCASIAN,White,JAMES F HARDYMON,Celtic,93.43,White,White
474.0,erle,nye,ERLE NYE,0.0,C,White,ERLE NYE,Nordic,98.273,White,White
475.0,allen,krowe,ALLEN J KROWE,,U,Unknown,ALLEN J KROWE,Celtic,72.885,White,White
476.0,william,rutledge,WILLIAM P. RUTLEDGE,,CAUCASIAN,White,WILLIAM P. RUTLEDGE,Celtic,93.996,White,White
477.0,donald,rice,DONALD B RICE,0.0,C,White,DONALD B RICE,Celtic,92.263,White,White
479.0,thomas,perkins,THOMAS J PERKINS,0.0,U,Unknown,THOMAS J PERKINS,Celtic,85.557,White,White
481.0,charles,mueller,CHARLES W MUELLER,0.0,C,White,CHARLES W MUELLER,African,47.426,Black,Unknown
482.0,william,joyce,WILLIAM H JOYCE,0.0,U,Unknown,WILLIAM H JOYCE,Celtic,81.434,White,White
483.0,craig,mcclelland,W CRAIG MCCLELLAND,0.0,Caucasian,White,W CRAIG MCCLELLAND,Celtic,76.347,White,White
484.0,james,reed,JAMES M REED,0.0,C,White,JAMES M REED,Celtic,93.798,White,White
485.0,richard,mccormick,RICHARD D. MCCORMICK,,CAUCASIAN,White,RICHARD D. MCCORMICK,Celtic,92.916,White,White
486.0,joshua,green,JOSHUA GREEN III,0.0,Caucasian,White,JOSHUA GREEN III,SouthAsian,31.798,Indian,Unknown
487.0,michael,wright,MICHAEL W WRIGHT,0.0,C,White,MICHAEL W WRIGHT,Celtic,78.547,White,White
488.0,edwin,gage,EDWIN C GAGE,0.0,C,White,EDWIN C GAGE,Celtic,36.315,White,Unknown
489.0,phillip,humann,L PHILLIP HUMANN,0.0,C,White,L PHILLIP HUMANN,Celtic,48.025,White,Unknown
491.0,darryl,allen,DARRYL F ALLEN,0.0,C,White,DARRYL F ALLEN,Celtic,61.988,White,Unknown
492.0,john,madigan,JOHN W MADIGAN,0.0,U,Unknown,JOHN W MADIGAN,Hispanic,83.041,Hispanic,Hispanic
493.0,james,dimon,JAMES DIMON,0.0,U,Unknown,JAMES DIMON,Celtic,40.79,White,Unknown
494.0,sanford,weill,SANFORD I WEILL,0.0,C,White,SANFORD I WEILL,European,47.522,White,Unknown
495.0,kenneth,bialkin,KENNETH J BIALKIN,0.0,C,White,KENNETH J BIALKIN,Celtic,90.029,White,White
496.0,mackey,mcdonald,MACKEY J MCDONALD,0.0,C,White,MACKEY J MCDONALD,Celtic,88.206,White,White
497.0,rust,sharp,M RUST SHARP,0.0,C,White,M RUST SHARP,Celtic,79.011,White,White
498.0,william,parfet,WILLIAM U PARFET,0.0,C,White,WILLIAM U PARFET,Celtic,34.917,White,Unknown
499.0,james,orr,JAMES F ORR III,0.0,Caucasian,White,JAMES F ORR III,Celtic,67.392,White,Unknown
500.0,george,david,GEORGE DAVID,0.0,Caucasian,White,GEORGE DAVID,Celtic,30.218,White,Unknown
503.0,robert,hernandez,ROBERT M HERNANDEZ,0.0,C,White,ROBERT M HERNANDEZ,Hispanic,96.276,Hispanic,Hispanic
505.0,vincent,gierer,VINCENT A GIERER JR.,,CAUCASIAN,White,VINCENT A GIERER JR.,Hispanic,91.409,Hispanic,Hispanic
506.0,keith,bailey,KEITH E. BAILEY,,CAUCASIAN,White,KEITH E. BAILEY,Celtic,85.667,White,White
507.0,bruce,chelberg,BRUCE S CHELBERG,,UNKNOWN,Unknown,BRUCE S CHELBERG,African,94.993,Black,Black
508.0,william,marohn,WILLIAM D MAROHN,0.0,C,White,WILLIAM D MAROHN,Celtic,48.849,White,Unknown
509.0,david,whitwam,DAVID R WHITWAM,0.0,U,Unknown,DAVID R WHITWAM,Celtic,72.572,White,White
510.0,donald,flynn,DONALD F. FLYNN,,CAUCASIAN,White,DONALD F. FLYNN,Celtic,69.774,White,Unknown
511.0,john,creighton,JOHN W CREIGHTON JR,,U,Unknown,JOHN W CREIGHTON JR,Hispanic,96.499,Hispanic,Hispanic
512.0,john,luke,JOHN A. LUKE JR.,,CAUCASIAN,White,JOHN A. LUKE JR.,Hispanic,97.729,Hispanic,Hispanic
515.0,paul,hazen,PAUL HAZEN,0.0,C,White,PAUL HAZEN,Celtic,72.174,White,White
517.0,david,glass,DAVID D GLASS,0.0,U,Unknown,DAVID D GLASS,Celtic,66.331,White,Unknown
519.0,jack,shewmaker,JACK C SHEWMAKER,0.0,C,White,JACK C SHEWMAKER,Celtic,94.714,White,White
520.0,robert,hurst,ROBERT J. HURST,,CAUCASIAN,White,ROBERT J. HURST,Celtic,80.105,White,White
521.0,dale,frey,DALE F FREY,0.0,C,White,DALE F FREY,Celtic,68.199,White,Unknown
525.0,elbert,hand,ELBERT O HAND,0.0,C,White,ELBERT O HAND,European,47.379,White,Unknown
526.0,john,riley,H JOHN RILEY JR,0.0,Caucasian,White,H JOHN RILEY JR,Hispanic,84.409,Hispanic,Hispanic
527.0,jon,jacoby,JON EM JACOBY,0.0,C,White,JON EM JACOBY,Nordic,34.79,White,Unknown
528.0,david,banks,DAVID R BANKS,0.0,C,White,DAVID R BANKS,Celtic,90.32,White,White
530.0,yotaro,kobayashi,YOTARO KOBAYASHI,,ASIAN,Asian,YOTARO KOBAYASHI,EastAsian,99.928,Asian,Asian
531.0,william,wrigley,WILLIAM WRIGLEY JR,0.0,C,White,WILLIAM WRIGLEY JR,Hispanic,93.918,Hispanic,Hispanic
532.0,richard,smucker,RICHARD K SMUCKER,0.0,C,White,RICHARD K SMUCKER,Celtic,76.557,White,White
533.0,ralph,roberts,RALPH J. ROBERTS,,CAUCASIAN,White,RALPH J. ROBERTS,Celtic,35.542,White,Unknown
534.0,julian,brodsky,JULIAN A BRODSKY,0.0,U,Unknown,JULIAN A BRODSKY,Celtic,41.971,White,Unknown
535.0,brian,roberts,BRIAN L. ROBERTS,,CAUCASIAN,White,BRIAN L. ROBERTS,Celtic,81.726,White,White
536.0,sheldon,bonovitz,SHELDON M BONOVITZ,0.0,U,Unknown,SHELDON M BONOVITZ,African,94.835,Black,Black
538.0,r,waltrip,R WALTRIP,,CAUCASIAN,White,R WALTRIP,Celtic,50.178,White,Unknown
539.0,william,heiligbrodt,L WILLIAM HEILIGBRODT,0.0,C,White,L WILLIAM HEILIGBRODT,Celtic,72.903,White,White
540.0,blair,waltrip,W. BLAIR WALTRIP,,UNKNOWN,Unknown,W. BLAIR WALTRIP,Celtic,68.254,White,Unknown
541.0,james,ringler,JAMES M. RINGLER,,CAUCASIAN,White,JAMES M. RINGLER,Celtic,92.623,White,White
542.0,warren,batts,WARREN L BATTS,,U,Unknown,WARREN L BATTS,African,56.972,Black,Unknown
543.0,william,ford,WILLIAM CLAY FORD,0.0,C,White,WILLIAM CLAY FORD,Celtic,72.475,White,White
545.0,edsel,ford,EDSEL B. FORD II,,CAUCASIAN,White,EDSEL B. FORD II,EastAsian,69.217,Asian,Unknown
546.0,terrence,murray,J TERRENCE MURRAY,0.0,U,Unknown,J TERRENCE MURRAY,Celtic,63.06,White,Unknown
547.0,irving,bailey,IRVING W BAILEY II,0.0,U,Unknown,IRVING W BAILEY II,EastAsian,52.526,Asian,Unknown
548.0,harold,wagner,HAROLD A WAGNER,0.0,C,White,HAROLD A WAGNER,Nordic,38.681,White,Unknown
549.0,robert,allen,ROBERT E ALLEN,0.0,U,Unknown,ROBERT E ALLEN,Celtic,78.902,White,White
550.0,richard,keyser,RICHARD L KEYSER,0.0,C,White,RICHARD L KEYSER,Celtic,57.183,White,Unknown
551.0,david,grainger,DAVID W GRAINGER,,U,Unknown,DAVID W GRAINGER,Celtic,82.678,White,White
552.0,jere,fluno,JERE D FLUNO,0.0,C,White,JERE D FLUNO,Nordic,99.742,White,White
553.0,louis,galen,LOUIS J GALEN,0.0,Caucasian,White,LOUIS J GALEN,Celtic,83.121,White,White
554.0,bernard,osher,BERNARD A OSHER,0.0,C,White,BERNARD A OSHER,African,70.545,Black,Unknown
555.0,marion,sandler,MARION O SANDLER,1.0,C,White,MARION O SANDLER,European,67.216,White,Unknown
556.0,herbert,sandler,HERBERT M SANDLER,0.0,C,White,HERBERT M SANDLER,European,55.33,White,Unknown
557.0,alfred,zeien,ALFRED M ZEIEN,0.0,C,White,ALFRED M ZEIEN,European,92.248,White,White
558.0,john,smith,JOHN F SMITH JR,0.0,C,White,JOHN F SMITH JR,Hispanic,98.188,Hispanic,Hispanic
559.0,sandra,moose,SANDRA O. MOOSE,,UNKNOWN,Unknown,SANDRA O. MOOSE,African,66.477,Black,Unknown
560.0,james,johnson,JAMES L JOHNSON,0.0,U,Unknown,JAMES L JOHNSON,Celtic,72.302,White,White
561.0,kent,foster,KENT B FOSTER,0.0,C,White,KENT B FOSTER,Nordic,90.676,White,White
563.0,charles,lee,CHARLES R LEE,,CAUCASIAN,White,CHARLES R LEE,Celtic,61.71,White,Unknown
564.0,david,biegler,DAVID W BIEGLER,0.0,U,Unknown,DAVID W BIEGLER,Celtic,46.574,White,Unknown
568.0,orin,smith,ORIN R SMITH,,U,Unknown,ORIN R SMITH,European,63.013,White,Unknown
571.0,albert,suter,ALBERT E SUTER,0.0,U,Unknown,ALBERT E SUTER,Celtic,67.69,White,Unknown
573.0,allan,schuman,ALLAN L SCHUMAN,,U,Unknown,ALLAN L SCHUMAN,Nordic,54.771,White,Unknown
574.0,michael,shannon,MICHAEL E SHANNON,0.0,C,White,MICHAEL E SHANNON,Celtic,73.19,White,White
575.0,george,fisher,GEORGE MC FISHER,0.0,C,White,GEORGE MC FISHER,Celtic,84.688,White,White
576.0,lee,raymond,LEE R RAYMOND,0.0,C,White,LEE R RAYMOND,Celtic,85.182,White,White
577.0,dana,mead,DANA G MEAD,0.0,U,Unknown,DANA G MEAD,Celtic,54.201,White,Unknown
578.0,arthur,temple,ARTHUR TEMPLE III,0.0,C,White,ARTHUR TEMPLE III,Celtic,30.259,White,Unknown
579.0,clifford,grum,CLIFFORD J. GRUM,,CAUCASIAN,White,CLIFFORD J. GRUM,Celtic,40.651,White,Unknown
580.0,norman,alexander,NORMAN E ALEXANDER,0.0,C,White,NORMAN E ALEXANDER,African,62.902,Black,Unknown
582.0,john,quicke,JOHN QUICKE,,CAUCASIAN,White,JOHN QUICKE,Celtic,67.308,White,Unknown
583.0,fred,sullivan,FRED R SULLIVAN,0.0,Caucasian,White,FRED R SULLIVAN,Celtic,79.206,White,White
584.0,john,yasinsky,JOHN B YASINSKY,0.0,C,White,JOHN B YASINSKY,Celtic,61.859,White,Unknown
587.0,carter,bacot,J CARTER BACOT,0.0,C,White,J CARTER BACOT,European,36.065,White,Unknown
588.0,alan,griffith,ALAN R GRIFFITH,0.0,U,Unknown,ALAN R GRIFFITH,Celtic,93.23,White,White
589.0,thomas,renyi,THOMAS A RENYI,0.0,C,White,THOMAS A RENYI,European,78.875,White,White
590.0,charles,schwab,CHARLES R SCHWAB,0.0,C,White,CHARLES R SCHWAB,African,73.96,Black,Black
591.0,frank,herringer,FRANK C. HERRINGER,,CAUCASIAN,White,FRANK C. HERRINGER,Celtic,67.335,White,Unknown
592.0,john,bergstrom,JOHN F BERGSTROM,0.0,C,White,JOHN F BERGSTROM,Nordic,99.324,White,White
593.0,claudio,gonzalez,CLAUDIO X GONZALEZ,0.0,H,Hispanic,CLAUDIO X GONZALEZ,Hispanic,93.431,Hispanic,Hispanic
594.0,wayne,sanders,WAYNE R. SANDERS,,CAUCASIAN,White,WAYNE R. SANDERS,Celtic,51.624,White,Unknown
595.0,byron,pond,BYRON O POND,0.0,C,White,BYRON O POND,African,91.62,Black,Black
596.0,william,hunt,V HUNT,,CAUCASIAN,White,V HUNT,Celtic,78.091,White,White
597.0,donald,mchenry,DONALD F MCHENRY,0.0,B,Black,DONALD F MCHENRY,Celtic,83.215,White,White
