names,predictions,confidences
ROBERT S. CLINE,british,84.077
RICHARD L CARRION,british,73.411
ROBERT F CLARKE,british,75.46
BILL D MILLS,british,37.586
A. MAURICE MYERS,british,56.855
JEFFREY N. WATANABE,japanese,30.59
TIMOTHY C BROWN,british,95.673
RAYMOND V GILMARTIN,british,54.934
SAMUEL O. THIER,german,35.328
ROZANNE L RIDGWAY,british,86.687
JOHN W. BROWN,british,77.997
GEORGE H GLATFELTER II,else,33.759
M A JOHNSON II,else,97.147
JOHN M HENNESSY,danish,28.078
THOMAS E. GOTTWALD,german,53.405
CHARLES B. WALKER,british,78.927
EDWARD T. FOGARTY,british,38.926
HOWARD B WENTZ JR,dutch,26.875
GEORGE E WARDEBERG,british,33.469
DALE R. LAURANCE,british,25.795
JOHN F RIORDAN,else,60.703
RAYMOND ZIMMERMAN,dutch,93.403
ROBERT E EVANS,british,79.143
WILLIAM A COOPER,british,85.576
THOMAS A CUSICK,german,24.81
RALPH STRANGIS,german,74.941
THOMAS J MAY,british,32.255
ROBERT C BLATTBERG,swedish,76.074
RALPH HORN,german,67.282
THOMAS A MCCONOMY,british,26.686
DONALD M. ENGELMAN,dutch,51.671
J HERBERT BOYDSTUN,else,26.492
E R CAMPBELL,else,71.965
GERARD C. KEEGAN,else,93.517
SPENCER F ECCLES,italian,33.935
T J RODGERS,else,38.27
FRED B BIALEK,else,45.703
DENNIS C BOTTORFF,danish,64.855
C DOWD RITTER,german,28.587
DAVID W KEMPER,british,39.24
W. THOMAS GRANT,british,51.294
JAMES HEBENSTREIT,else,62.046
ROBERT O. VIETS,dutch,93.863
JACKSON W MOORE,british,38.325
HELGE H. WEHMEIER,danish,60.086
DAVID FREEMAN,british,47.228
HARRY C STONECIPHER,british,73.022
WILLIAM R. FENOGLIO,italian,45.455
LESTER J KAPLAN,else,39.687
WILLIAM R GRANT,british,78.794
JOHN W. ROWE,british,84.114
MOGENS BAY,danish,99.486
WALTER SCOTT JR,british,55.905
ALEXANDER C. KEMPER,german,30.735
"DAVID R. BRADLEY, JR.",british,46.259
MICHAEL A TEMBREULL,british,59.938
MARK PIGOTT,british,41.359
DEREK C HATHAWAY,british,90.914
GLEN H HINER,british,63.18
WILLIAM W COLVILLE,british,36.845
PETER S. REDDING,british,61.98
PAUL H GRANZOW,british,45.584
BRENT SCOWCROFT,british,45.863
ROGER W HALE,british,77.917
WILLIAM C. BALLARD JR.,else,94.04
CHRIS T SULLIVAN,british,85.16
ROBERT D BASHAM,british,86.851
ROBERT S. MERRITT,british,81.237
FRED S. HUBBELL,british,37.4
MICHAEL H JORDAN,british,26.663
JON F CHAIT,british,24.64
JOHN F GRUNDHOFER,british,44.498
DENNIS STEVENSON,danish,26.388
RICHARD D HORSLEY,british,90.929
GEOFFREY B BLOOM,british,42.501
TIMOTHY J. O'DONOVAN,nigerian,79.182
ALBERTO L GRIMOLDI,italian,96.803
RAPHAEL BENAROYA,french,91.001
ROBERT KELLEY,british,50.928
WILLIAM B RUGER JR,else,84.843
ROY E PARROTT,british,88.956
PAUL NEWHAGEN,british,81.172
RICHARD O BERNDT,german,51.031
NADER F DAREHSHORI,swedish,78.236
C B HUDSON,else,67.473
R K RICHEY,else,32.891
RICHARD G TILGHMAN,british,63.038
PAUL G VAN WAGENEN,dutch,75.463
FRED HASSAN,dutch,40.647
CLIFFORD L ALEXANDER JR,else,31.486
WILLIAM G. CURRIE,british,55.938
PETER F SECCHIA,italian,36.012
JOHN F. FIEDLER,british,51.444
HOWARD L CLARK JR,british,57.158
JOHN J. HANNAN,else,39.12
MICHAEL S. GROSS,german,50.966
LEON D BLACK,zimbabwean,41.449
RICHARD B. LOYND,british,74.513
ROBERT A CORNOG,romanian,43.876
ROBERT J ALLISON JR.,british,43.063
BENJAMIN F MONTOYA,british,54.305
JOHN J. BURNS JR.,else,83.12
DAN R CARMICHAEL,romanian,61.101
GALE S FITZGERALD,else,40.636
ROBERT A. KIERLIN,german,31.056
STEPHEN M. SLAGGIE,british,78.696
R. WILLIAM VAN SANT,dutch,30.032
THOMAS F. CHAPMAN,british,62.723
JOHN T RYAN III,else,71.995
CALVIN A CAMPBELL JR,else,53.488
PETER D. BEHRENDT,german,67.606
GREGG A OSTRANDER,swedish,92.106
KEVIN P DOWD,british,51.784
ALAN T DICKSON,british,89.24
HUGH M CHAPMAN,else,41.36
WILLIAM B TIMMERMAN,dutch,60.539
LEE A AULT III,else,80.995
LENNOX K BLACK,german,39.384
DONALD BECKMAN,british,60.894
LOREN K. CARROLL,british,77.739
DOUGLAS L. ROCK,british,56.652
NORWOOD H DAVIS JR,else,70.415
JOSEPH M O'DONNELL,else,70.86
BERT SAGER,swedish,44.662
EDWARD S CROFT III,swedish,24.524
STEPHEN A OLLENDORFF,danish,28.844
ROBERT G PAUL,german,43.44
PHILIP W. COLBURN,german,20.504
JERRY W NEELY,else,62.777
JOHN C. SERAMUR,british,29.137
SIDNEY KIMMEL,else,46.947
DONALD W GRIFFIN,british,71.599
WALTER E BLANKLEY,british,55.746
LEWIS G COLE,british,56.922
DAVID P STEINMANN,german,51.047
PAUL A STROUP III,else,67.922
JAMES H HANCE JR,else,69.419
JOHN F MCDONNELL,else,53.757
ELIZABETH ROSENWALD VARET,french,34.471
DONALD G RUSSELL,else,47.022
HARRIS H. SIMMONS,british,38.383
R. D. CASH,pakistani,30.869
LAURENCE SIMMONS,french,79.279
WILLIAM K. HALL,british,84.411
EDWARD F CULLITON,british,74.159
MICHAEL SIMPSON,british,39.596
ALBERT C BERSTICKER,german,55.801
HECTOR R ORTINO,spanish,90.256
CHARLES E JOHNSON II,nigerian,69.898
WILLARD R HOLLAND,british,42.917
RONALD H ZECH,dutch,34.34
PETER B. LEWIS,danish,26.15
ALBERT J. BUDNEY JR.,british,51.331
PATRICK T. STOKES,british,38.748
HOWARD G BUFFETT,british,71.86
DAVID R HARVEY,british,32.411
ROGER R HEMMINGHAUS,german,51.816
G GILMER MINOR III,else,74.607
PAUL B LOYD JR,dutch,30.211
DRAYTON NABERS JR.,else,38.444
GEORGE PERLEGOS,greek,98.102
GUST PERLEGOS,greek,35.312
TSUNG-CHING WU,chinese,69.158
NORM HALL,danish,53.261
EDWARD H BUDD,british,29.746
WILLIAM E GREEHEY,british,75.476
JEROME W SANDWEISS,british,50.06
DAVID L OMACHINSKI,polish,19.707
WILLIAM F PATIENT,british,41.095
BERTRAND P COLLOMB,french,42.388
MICHAEL K REILLY,british,79.716
E STEPHEN PURDOM,else,32.76
JOHN SHELBY AMOS II,else,79.638
RICHARD C GREEN,british,75.383
FRANKLIN M HUNDLEY,british,73.438
WILLIAM S. ANTLE III,else,82.453
JOHN R BAKER,british,65.855
CHRISTOPHER H BERNARD MILLS,british,93.24
JOSH S WESTON,british,92.93
ANDREW N HEINE,british,66.993
G. STEVEN FARRIS,british,34.36
RAYMOND PLANK,dutch,80.594
JOHN A. KOCUR,danish,49.967
DOUGLAS J MCGREGOR,british,48.777
MARTIN D WALKER,british,45.895
J TREVOR EYTON,british,56.374
NICHOLAS B. PAUMGARTEN,british,57.498
JOHN H BURLINGAME,british,81.634
PAUL K. SCRIPPS,dutch,82.099
WILLIAM R BURLEIGH,british,68.734
MICHAEL MERRIMAN,dutch,22.908
JAMES R. MOFFETT,british,74.766
B M RANKIN JR,else,70.667
THOMAS H CORSON,danish,33.792
CLAIRE C SKINNER,british,77.422
ARTHUR BROWN,british,60.798
PHILIP G LUX,danish,56.822
ROBERT E SHAW,british,64.363
J HICKS LANIER,else,53.531
W HIPP,german,62.135
FREDERIC H BERTRAND,french,90.087
BURL OSBORNE,german,50.73
ROBERT W DECHERD,german,29.148
WILLIAM T SOLOMON,else,56.546
MICHAEL ZIERING,german,55.337
SIDNEY A AROESTY,pakistani,50.236
ERIC M. RUTTENBERG,dutch,69.676
G. CRAIG SULLIVAN,else,45.247
LEE W. HOGAN,else,91.553
DEALEY D HERNDON,british,82.701
RICHARD C. VIE,british,76.695
LAWRENCE A DEL SANTO,else,60.814
ROBERT I MACDONNELL,british,46.342
STEVEN BURD,british,82.473
JAMES H GREENE JR,else,78.729
RODNEY F DAMMEYER,else,41.034
MELVIN J GORDON,british,50.898
SHELI Z ROSENBERG,swedish,31.049
ELLEN GORDON,zimbabwean,36.404
SAMUEL ZELL,british,31.103
BURTON M. JOYCE,british,44.413
DAVID A KOCH,danish,47.13
LEE R MITAU,else,83.643
ERNEST H DREW,british,58.392
J MARTIN,french,21.741
RONALD O BAUKOL,dutch,68.709
JANICE D STONEY,british,55.337
DANIEL K FRIERSON,danish,33.341
EARNEST W DEAVENPORT JR,else,85.651
DONALD B MARRON,british,34.904
FRANK P DOYLE,else,45.309
ROBERT N POKELWALDT,swedish,46.795
DENNIS H. CHOOKASZIAN,danish,57.193
LANDON H ROWLAND,else,60.822
WILLIAM H. LACY,british,54.389
JAMES D ERICSON,british,51.764
EDWARD J. ZORE,british,21.69
JEAN GAULIN,french,78.094
ARTHUR L GOLDSTEIN,else,58.638
WILLIAM KATZ,german,20.945
HENRY R SILVERMAN,dutch,33.192
JAMES E. BUCKMAN,british,92.353
STEPHEN P HOLMES,british,88.129
MARTIN L EDELMAN,swedish,54.573
LESLIE M. BAKER JR.,else,43.46
HATIM A TYABJI,swedish,32.493
DANIEL J MIGLIO,italian,50.882
MARTIN G CARVER,british,72.81
ROY J CARVER JR,british,47.651
EDGAR D JANNOTTA,italian,48.697
JOHN C. MALONE,else,50.698
WILLIAM RUE,else,56.114
ROBERT E ROSSITER,british,33.411
KENNETH L WAY,british,62.304
WALDEN C. RHINES,british,47.541
JON A SHIRLEY,british,73.548
LARRY W MCCURDY,british,49.305
MICHAEL J CRITELLI,italian,20.833
ROBERT E GALLAGHER,british,40.554
S LEE KLING,swedish,61.564
J PATRICK GALLAGHER JR,else,75.224
JAMES R. WIMMER,british,71.868
ANDREW H TISCH,else,27.948
JAMES S. TISCH,british,21.953
JONATHAN TISCH,german,45.383
ROBERT E PATRICELLI,italian,54.728
ROLAND S BOREHAM JR,british,37.25
R L QUALLS,else,63.653
JACK W EUGSTER,british,36.67
A MICHAEL SPENCE,british,75.74
LUKE R CORBETT,british,95.455
SIDNEY L PORT,else,70.418
JEROME SCHAFFER,french,56.814
W JAMES FARRELL,else,69.998
OWSLEY BROWN II,else,37.848
PETER A. MAGOWAN,german,24.531
GEORGE R ROBERTS,indian,31.765
MICHAEL T. TOKARZ,german,32.799
STEPHEN P. KAUFMAN,british,53.429
ROBERT E. KLATELL,dutch,21.595
GIDEON ARGOV,bulgarian,39.825
WILLIAM H GRAY III,else,65.481
JOHN BRADEMAS,greek,96.151
JOHN C. WADDELL,british,64.515
ROBERT S THROOP,dutch,92.903
JACK E. THOMPSON,british,59.12
JOSEPH H LEMIEUX,french,93.146
EDWARD A GILHULY,british,47.48
JOHN J. MCMACKIN JR.,else,51.883
MICHAEL W MICHELSON,british,46.935
GEORGE P STEPHAN,british,36.342
RICHARD F TEERLINK,dutch,97.919
DONALD A JAMES,british,28.165
PETER T POPE,british,43.793
MICHAEL G FITT,british,44.756
JACK D MICHAELS,dutch,40.604
DAVID S POTTRUCK,british,20.881
HARRY M CORNELL JR,else,53.618
FELIX E WRIGHT,german,35.802
JAMES L MANN,british,49.246
ALBERTO SANGIOVANNI-VINCENTELLI,italian,99.064
GREGORY S BENTLEY,british,63.493
BERNARD GOLDSTEIN,else,40.698
WARREN V. MUSSER,else,40.23
ARNOLD J LEVINE,british,50.948
CLAIBORNE P. DEMING,british,52.251
MICHAEL O MAFFIE,british,20.752
WILLIAM C. NOLAN JR.,else,86.53
CAROLINE G THEUS,dutch,27.107
R. MADISON MURPHY,else,49.258
CARL H LINDNER,swedish,87.631
DAVID A JONES,british,71.913
JAMES J GLASSER,british,50.092
ARTHUR C MARTINEZ,else,55.716
DAVID A JONES JR.,else,73.631
WILLIAM POWELL,british,50.264
MICHAEL B. BRACY,british,55.043
WILLIAM F ALDINGER,else,37.661
FRED BAUER,german,88.823
JOHN MULDER,british,62.707
KENNETH L LA GRAND,else,30.533
ARLYN LANTING,else,27.152
WILLIAM W MCGUIRE,british,58.984
RICHARD T. BURKE SR.,else,32.904
PAUL R CHARRON,british,64.004
DONALD E GRAHAM,british,47.159
RICHARD D SIMMONS,british,88.159
HAROLD M MESSMER JR,british,49.482
FREDERICK RICHMAN,british,61.234
THOMAS J RYAN,british,46.319
ANTHONY W. DEERING,british,87.478
GEORGE J GILLESPIE III,swedish,25.457
PETER J SOLOMON,nigerian,35.112
BRUCE G WILLISON,british,63.789
FRANK E. GRZELECKI,german,80.986
ROBERT M HADDOCK,british,54.18
PAUL E RUBELI,romanian,27.817
GLENN R. SIMMONS,british,35.645
HAROLD C. SIMMONS,british,76.759
CHARLES M CLOUGH,british,89.724
LEE FOSTER,british,57.982
THOMAS G DIGNAN JR,else,81.681
A EARL SWIFT,british,80.364
VIRGIL N SWIFT,british,86.144
RONALD M GROSS,german,34.622
ERNEST MARIO,italian,22.86
TULLY M FRIEDMAN,british,48.829
MICHAEL C RUETTGERS,german,70.639
MICHAEL J. CRONIN,french,21.553
W PAUL FITZGERALD,else,54.4
ROBERT L ALLBRITTON,british,60.843
LAWRENCE I HEBERT,german,67.065
STEVEN B. PFEIFFER,british,59.365
JACK VALENTI,danish,30.04
WILLIAM CLAY FORD JR.,else,55.182
JIMMY A. DEW,british,64.193
WILLIAM A SIMPSON,british,64.179
PETER LARDNER,hungarian,43.626
ANTHONY F COLAO,else,89.614
ALDO ZUCARO,italian,97.502
JOHN F. KELLY,else,50.449
BRUCE R KENNEDY,british,47.437
PAUL M MONTRONE,else,30.044
HERBERT D KELLEHER,german,55.035
C CROCKETT,british,26.911
TRAVIS C. JOHNSON,else,25.646
KENNETH W ORCE,british,42.402
MELVIN S COHEN,dutch,56.909
MARYJO COHEN,dutch,99.075
RICHARD W EVANS JR,else,62.01
ISAAC ARNOLD JR,else,29.694
TOM C FROST,else,43.604
JAMES L HAYNE,british,88.868
ROBERT S MCCLANE,british,67.822
J SMITH LANIER II,else,67.126
CARL I. GABLE,swedish,93.789
RAY C. ANDERSON,british,47.862
CHARLES R. EITEL,french,39.641
ROBERT L RECCHIA,else,32.453
JOHN G. TURNER,else,53.51
JOHN M KEELER,else,48.739
DIETER H HUCKESTEIN,german,97.918
BARRY J GALT,else,28.053
J B HUNT,else,50.513
JOHNELLE D HUNT,british,75.222
KIRK THOMPSON,danish,43.04
WILFRED J CORRIGAN,else,58.371
JONATHAN H KAGAN,else,77.279
WILLIAM BINDLEY,british,77.06
ANDREW G GALEF,british,51.024
PAUL J. EVANSON,british,47.656
RICHARD I REYNOLDS,british,63.815
JOHN F MEIER,danish,46.983
MICHAEL D MCCORMICK,british,30.879
THOMAS J SALENTINE,danish,54.243
CLIFFORD ILLIG,british,34.273
NEAL PATTERSON,british,48.072
FRANK J. BORELLI,italian,45.863
A JC SMITH,british,36.448
PETER COSTER,british,62.46
THOMAS M DUFF,german,53.141
ERROLL DAVIS,else,29.289
JUDITH D. PYLE,british,23.039
JOHN F CROWEAK,british,58.728
EDWARD L HUTTON,british,75.816
JOEL F GEMUNDER,german,29.874
DAVID B. LEWIS,british,43.308
THOMAS C HUTTON,british,75.197
SANDRA E LANEY,british,41.879
KEVIN J. MCNAMARA,else,96.865
RICHARD D PARSONS,british,55.24
DAVID M FRIEDSON,british,48.643
LAI KIN,chinese,95.067
BERNARD L SCHWARTZ,german,49.589
CHARLES A DAVIS,british,26.71
JOSEPH J MELONE,italian,36.475
JERRY R. SATRUM,else,65.47
JAMES R SEWARD,british,88.213
JOHN A. EDWARDSON,british,77.136
EARL G GRAVES SR.,else,92.555
WILLIAM R CHANEY,else,60.133
MICHAEL J KOWALSKI,polish,61.975
JAMES E. QUINN,british,67.041
CHARLES K MARQUIS,dutch,42.292
SAMUEL L GINN,british,80.996
HERBERT H CHAMPLIN,british,79.431
JAMES R. GIBBS,british,95.635
TIMOTHY S O'TOOLE,british,68.303
WALTER L KREBS,german,65.838
W HANKS,british,27.63
GLEN F POST III,else,87.089
HARVEY P PERRY,british,77.727
WILLIAM R BOLES JR,else,95.859
R L HARGROVE JR,danish,41.254
JOHN F O'BRIEN,british,41.39
HENRI A TERMEER,dutch,95.16
HENRY E BLAIR,french,44.068
CHARLES L COONEY,else,83.537
ROBERT J. CARPENTER,british,58.641
DOUGLAS A. BERTHIAUME,french,50.381
JOSEPH H WILLIAMS,else,41.093
RICHARD GRIGG,british,55.65
RICHARD A ABDOO,british,33.177
HENRY C DUQUES,british,34.109
JAMES E OESTERREICHER,british,36.397
KENT KRESA,swedish,54.388
ANTHONY M MARLON,else,57.659
ERIN E MACDONALD,else,60.983
WILLIAM J RAGGIO,italian,46.335
FRANCIS L MCKONE,else,80.931
J KENNETH LOOLOIAN,british,65.469
CHARLES F FARRELL JR,else,87.715
LOUIS L BORICK,british,26.876
RAYMOND C BROWN,british,76.507
R JEFFREY ORNSTEIN,else,37.216
STEVEN J BORICK,british,45.407
BRUCE CRAWFORD,british,66.761
JOHN D. WREN,british,42.567
LARRY G. KIRK,british,78.38
JOHN W. SPIEGEL,british,30.004
DAVID E SIMON,british,17.258
JAMES C SMITH,british,82.728
DANIEL S BRUNNER,german,22.935
CHARLES E BAYLESS,british,64.478
THOMAS PRITZKER,german,88.37
JOHN E. WELSH III,british,55.962
ROBERT L. TILLMAN,british,22.999
ROBERT L STRICKLAND,else,39.444
HERBERT M BAUM,german,95.193
LAWRENCE SILLS,british,57.753
ARTHUR D DAVIS,british,44.154
PAUL E RAETHER,british,44.527
RICHARD G LESSER,british,54.659
HOWARD I SMITH,british,68.752
CHARLES E. SCHARLAU,french,46.283
STUART G MOLDAW,british,66.899
HOWARD E. COSGROVE,else,44.083
RICHARD S. HILL,british,84.966
JOHN J MACK,british,43.624
LEONARD M. LODISH,british,38.502
SCOTT D. SHEFFIELD,british,87.926
NGAIRE E. CUNEO,zimbabwean,84.918
KENNETH R. MOURTON,british,78.37
VICTOR L. LUND,danish,37.059
HENRY I BRYANT,british,23.873
ARTHUR H ARONSON,british,39.428
ROBERT P BOZZONE,italian,49.47
PARKER H PETIT,french,25.224
DANIEL P LANDGUTH,hungarian,40.17
EDWARD E PENHOET,dutch,84.115
PIERRE E DOUAZE,french,96.862
EUGENE A. MILLER,else,61.192
HUTHAM S. OLAYAN,british,30.379
HERBERT KURZ,german,86.132
LEONARD TOW,british,58.993
AARON I FLEISCHMAN,british,24.55
ALEX DILLARD,french,30.038
JAMES M ZIMMERMAN,british,51.167
RONALD W TYSOE,british,50.862
JOSEPH NEUBAUER,german,50.423
ETIENNE F. DAVIGNON,french,96.173
RICHARD D SNYDER,british,83.265
THEODORE W WAITT,british,63.923
CLAUDE F. KRONK,dutch,82.316
WILLIAM D MATTHEWS,british,61.275
JERRY D CHOATE,british,80.714
STEVEN RALES,british,71.837
MITCHELL RALES,british,62.124
MORTIMER M CAPLIN,danish,35.957
ARNOLD M NEMIROW,dutch,44.937
DAVID H. HUGHES,british,84.28
VINCENT S HUGHES,british,72.728
ROBERT N BLACKFORD,polish,28.972
DAN F SMITH,danish,43.173
NORDAHL L BRUE,else,88.072
JAMES E BARNES,british,89.819
ROBERT S JEPSON JR,british,58.604
STUART ROSE,british,84.609
LAWRENCE TOMCHIN,russian,24.182
DAVID H WATTS,british,69.098
EDWARD KRESS,german,20.971
J STEWART BRYAN III,british,47.612
STANLEY R ZAX,british,41.354
DAVID I FUENTE,spanish,62.499
DAVID A DUFFIELD,british,53.052
JOHN F. SWOPE,nigerian,67.68
JAMES BARR III,british,88.105
LEROY T. CARLSON JR.,british,70.257
MICHAEL GOLDSTEIN,german,32.934
ROBERT C. NAKASONE,polish,80.42
LEROY T CARLSON,british,85.806
DONALD C NEBERGALL,british,65.108
WALTER CD CARLSON,swedish,49.031
HERBERT S. WANDER,german,62.146
JOHN D. GOTTWALD,british,56.076
NORMAN A SCHER,german,23.107
FLOYD D GOTTWALD JR,british,35.872
"AUSTIN BROCKENBROUGH, III",british,48.833
H MARSHALL SCHWARZ,german,85.11
FELIX ZANDMAN,spanish,22.478
GERALD PAUL,french,71.296
PHILIP J. BURGUIERES,else,60.498
WILLIAM R. BERKLEY,british,70.819
ROBERT B HODES,british,51.294
JACK H NUSBAUM,danish,72.338
ROBERT E TURNER,british,38.592
FRANK PERNA JR.,british,43.833
J MICHAEL HAGAN,british,69.8
HERBERT J ZARKIN,german,20.816
RICHARD M. FRANK,british,68.08
MICHAEL H MAGUSIAK,polish,53.896
BRUCE KLATSKY,german,34.121
EDWARD H. COHEN,dutch,51.145
DALE P KRAMER,dutch,68.765
WILLIAM M KEARNS JR,else,97.09
MICHAEL L. GLAZER,german,61.551
JOHN PRANN,british,62.766
ROBERT N COWEN,british,64.765
STANLEY KOMAROFF,dutch,41.156
JAMES E. EVANS,british,91.08
CARL H. LINDNER III,swedish,94.149
S LINDNER,german,60.864
BOB H. O'NEAL,else,84.99
RODGER B DOWDELL JR,else,35.057
NEIL E RASMUSSEN,danish,85.0
EMANUEL E LANDSMAN,dutch,72.258
ERVIN F LYON,else,72.415
JAMES R TOBIN,british,65.484
DALE W. HILPERT,else,40.087
ROGER N. FARAH,else,52.153
CHRISTOPHER A SINCLAIR,british,79.512
LEO LIEBOWITZ,german,72.841
MILTON COOPER,british,48.832
MARLA L SCHAEFER,german,70.207
ROBERT L BAGBY,british,39.084
MEL KARMAZIN,turkish,25.056
FARID SULEMAN,dutch,45.82
NORMAN S MATTHEWS,british,63.781
GERALD E. BISBEE JR.,else,80.857
LAURENCE JAY KORN,british,34.143
JON S SAXE,else,27.441
CARY L QUEEN,british,76.93
GEORGE M GOULD,british,81.666
ROBERT B HORTON,british,64.696
JD SCOTT,danish,22.5
RICHARD T FARMER,british,78.586
RICHARD M SCHULZE,german,70.239
BRADBURY H ANDERSON,else,45.548
ELLIOT S KAPLAN,british,74.188
PAUL J CHOQUETTE JR.,else,76.823
ROBERT B GOERGEN,else,32.634
HUGH O MACLELLAN JR,else,86.192
FREDERICK FRANK,british,29.443
CHARLES F. DOLAN,else,62.929
WILLIAM J. BELL,british,75.746
PATRICK F. DOLAN,else,73.395
JAMES L MARTINEAU,french,37.321
MARVIN J GIROUARD,french,78.105
JAMES M HOAK JR,else,46.072
JAMES DOLAN,else,51.659
ROBERT G MILLER,british,43.873
MILAN PUSKAR,danish,35.605
C. B. TODD,danish,25.243
DAVID M CHAMBERLAIN,french,40.342
WARREN EISENBERG,german,42.574
LEONARD FEINSTEIN,romanian,77.376
KLAUS EPPLER,german,92.731
GERALD S. LIPPES,british,72.8
ANGELO R MOZILO,italian,46.281
EDWIN HELLER,dutch,35.61
WILLIAM C O'MALLEY,british,62.204
ROBERT H BOH,else,36.689
JOHN P LABORDE,danish,32.385
MICHAEL S DELL,danish,39.985
THOMAS W. LUCE III,danish,22.063
STEVE SANGHI,italian,53.3
JAMES E UKROP,british,76.343
RAYMOND A MASON,british,81.089
JAMES W BRINKLEY,british,81.763
RICHARD J HIMELFARB,swedish,56.95
HARRY M FORD JR,british,35.091
TIMOTHY R WALLACE,british,98.218
MICHAEL L. HACKWORTH,british,35.445
HENRY E LENTZ,swedish,73.933
JOHN F RENO,else,57.756
WILFORD D. GODBOLD JR.,dutch,31.576
JOHN R WOODHULL,british,70.583
PHILLIP FROST,danish,29.743
JANE HSIAO,british,65.144
MARK ANDREWS,british,70.519
JACK FISHMAN,british,36.003
PATRICK H NORTON,else,41.725
ROCQUE E. LIPFORD,dutch,29.164
PETER MCCAUSLAND,else,41.842
LAWRENCE PROBST,german,79.98
TIMOTHY MOTT,british,80.691
HOWARD SOLOMON,else,28.789
DANIEL E EVANS,british,67.202
LARRY C CORBIN,british,80.167
STEWART K OWENS,british,56.893
DANIEL A FRONK,british,22.493
G ROBERT LUCAS II,else,46.335
JONATHAN G GUSS,british,26.703
WILLIAM R HOOVER,british,77.926
MELVYN J ESTRIN,else,64.036
HAL J UPBIN,else,43.588
JERRY M HUNTER,british,37.908
ROBERT D KUNISCH,polish,71.56
F. GRANT SAVIERS,else,22.099
TIMOTHY P SMUCKER,british,88.3
CARL F THORNE,british,35.28
JOHN R. HUFF,british,63.29
D. MICHAEL HUGHES,british,64.689
B THOMAS GOLISANO,spanish,31.097
ARTHUR D. COLLINS JR.,british,31.369
GLEN D NELSON,else,23.785
WILLIAM W. GEORGE,british,76.935
JOSEPH W. LUTER III,else,93.453
WENDELL H. MURPHY SR.,else,88.394
A. DAVID BROWN,british,48.711
JOHN M. FLUKE JR.,british,42.961
WILLIAM R. JOHNSON,british,63.172
ARTHUR J DECIO,else,72.042
RONALD F KLOSKA,polish,52.085
ROBERT TINSTMAN,dutch,53.462
STEPHEN STROME,british,78.149
JOHN FORT,british,54.035
RALPH D DENUNZIO,italian,42.204
DOUGLAS G. HOUSER,british,37.339
JOHN R THOMPSON JR.,else,64.346
PHILIP H KNIGHT,else,45.863
THOMAS E. CLARKE,british,59.468
DELBERT J HAYES,british,69.76
DANE A MILLER,danish,41.344
CHARLES W. GAILLARD,french,79.528
STEPHEN W SANGER,british,43.841
FREDERICK W SMITH,british,74.443
PETER S WILLMOTT,british,47.067
CHARLES T MANATT,british,82.316
GEORGE J MITCHELL,british,86.083
RONALD M LAMB,british,82.881
JOHN G HARMON,british,50.924
DONALD F LAMBERTI,italian,37.24
KENNETH H HAYNIE,british,87.998
JEROME J MEYER,french,54.344
WAYLAND R HICKS,dutch,25.093
BRADFORD WILEY II,british,36.855
GARY J. FERNANDES,else,61.747
PETER BOOTH WILEY,british,94.807
JEAN-LUC BELINGARD,french,99.135
WILLIAM D WALKER,british,85.742
JOHN MCCONNELL,british,63.376
MICHAEL A. VOLKEMA,dutch,95.027
GARY P ARNOLD,british,59.486
SAMUEL E. BEALL III,british,54.669
ERIC A. BENHAMOU,french,98.482
RICHARD ROBINSON,british,60.36
RICHARD M. SPAULDING,british,70.265
ANDREW S. HEDDEN,british,61.193
THOMAS C SULLIVAN,else,34.363
FRANK C SULLIVAN,british,24.993
JAMES A KARMAN,british,27.855
WILLIAM A PAPENBROCK,british,72.593
ROBERT D ROGERS,british,71.322
GORDON E FORWARD,british,55.389
ROBERT ALPERT,german,27.245
J ROBERT SEBO,else,34.219
JOHN E PEPPER JR,else,78.361
DURK I JAGER,dutch,45.446
T WAYNE DAVIS,else,38.523
HOWARD M DEAN,british,48.789
IRA A EICHNER,german,46.848
DAVID P. STORCH,danish,51.628
BEN B BLOUNT JR,danish,25.376
KNOWLTON J O'REILLY,british,33.113
J REESE LANIER,else,35.233
E. JENNER WOOD,british,91.077
CECIL D CONLEE,else,47.727
DAVID P GRUBER,else,28.384
GEORGE M GENTILE,greek,22.949
SAMUEL RUBINOVITZ,zimbabwean,27.701
NEIL WILLIAMS,british,50.727
FREDERICK P STRATTON JR,british,65.362
JOHN S. SHIELY,british,24.429
"DAVID A BLOSS, SR.",else,57.878
KENNETH J MCAVOY,else,90.874
GORDON W MORAN,british,59.146
